Description,label,Translated_Description,Cleaned_Description,Contains_Injury_Keyword,Mentions_Injury_Entity,Sentence_Length,Embedding
 A fuel truck operator suffered chemical burns after a fuel spill at the airport.,1, A fuel truck operator suffered chemical burns after a fuel spill at the airport.,fuel truck operator suffered chemical burn fuel spill airport,0,0,9,"[ 0.6250311  -0.14442322  0.7927595   0.02674188 -0.33661222  0.26474088
 -0.3341451   0.13160223  0.64068234  0.10383333  0.54465735 -0.25068176
 -0.2533562  -0.07815066  0.16098124  0.36064112 -0.01812033  0.7011977
 -0.70057666 -0.7838638   0.55237323 -0.15599047 -0.22918685 -0.31331113
 -0.1278749  -1.3153445   0.11189     0.54565716  1.0256578   0.45480776
  2.185067   -0.05672068 -0.11062554 -0.13086599  0.2893287   0.17047554
  0.12215444 -0.2277689   0.66954684  0.5752978  -0.0523511   0.0943607
  0.3964483  -0.3769778   0.25083447  0.1594449  -0.244718    0.33969
  0.22073334 -0.31488767]"
A temporary fuel shortage at the airport delayed several outgoing flights.,0,A temporary fuel shortage at the airport delayed several outgoing flights.,temporary fuel shortage airport delayed several outgoing flight,0,0,8,"[ 0.79426026  0.15704425  0.30687425 -0.17486238 -0.5291575  -0.11498626
 -0.4562034   0.3066      0.32703    -0.30671355  0.25200137 -0.15527175
  0.03272725  0.16936874  0.32670638  0.26307124 -0.48071378  0.24731314
 -0.3376675  -0.648883    0.45021972 -0.03960849 -0.33696413 -0.2041901
 -0.10113026 -1.1815913   0.45214778  0.24654485  0.32814252  0.74178123
  2.5285      0.36106864 -0.27264    -0.350348    0.38607156  0.282215
  0.47783524 -0.01197388 -0.10583938  0.35166866 -0.28750852  0.38699648
  0.241512   -0.05664125 -0.18875125  0.09439887 -0.3562255   0.41821468
 -0.03866826 -0.10908437]"
"Een schoonmaakploeg arriveerde te laat, waardoor passagiers moesten wachten.",0,"A cleaning crew arrived late, leaving passengers waiting.",cleaning crew arrived late leaving passenger waiting,0,0,7,"[ 0.7125143   0.03216385  0.27732286 -0.439364    0.10875571 -0.30823058
 -1.08316     0.56441003  0.04322999 -0.73998994  0.11262642 -0.03273386
 -0.13053015  0.47142413  0.41899076  0.01517785 -0.64088714  0.25682017
 -0.60855013 -0.54801404  0.49320254  0.5454728  -0.06379001 -0.05728858
  0.23228656 -1.2142614   0.23871626  0.320745    0.42158717  0.18021502
  2.3518288   0.26542285 -0.28423786 -0.03085729  0.43428     0.34291106
  0.41735     0.12552857  0.13681503  0.18262985 -0.27761474  0.06374143
  0.2876172  -0.2303063   0.01989072 -0.11987225 -0.30658942 -0.33113998
  0.15192044 -0.26531985]"
Een grondmedewerker raakte gewond door een trekstang die defect raakte tijdens de pushback.,1,A ground worker was injured when a tow bar failed during pushback.,ground worker injured tow bar failed pushback,0,0,7,"[ 0.14206143 -0.22886644  0.36717156 -0.39616227 -0.1061257   0.08130372
 -0.42689282  0.5274586   0.29646656 -0.41019627 -0.12807713 -0.12752001
 -0.23658143  0.14047328 -0.05318328 -0.07864429  0.04712028  0.20454529
 -0.39288142 -0.4428127   0.08565344  0.3204907  -0.04451285  0.01919029
  0.0654263  -1.2598144   0.37161383  0.1370757   0.326202   -0.04954726
  1.9041272   0.11922286 -0.22728427  0.20703144  0.360472    0.39942333
  0.36400074 -0.13671485  0.2249      0.05038144 -0.14114858  0.13390385
  0.11721057  0.09796413  0.46528926 -0.35034615 -0.20890927 -0.07383691
  0.37104145 -0.2685371 ]"
A ground staff strike caused widespread delays and cancellations at the airport.,0,A ground staff strike caused widespread delays and cancellations at the airport.,ground staff strike caused widespread delay cancellation airport,0,0,8,"[ 0.7166025  -0.13326375  0.121511    0.01590487 -0.52242494 -0.03843875
 -0.20950976  0.5764449   0.26375625 -0.31960738 -0.05992737 -0.27258688
 -0.18991187 -0.24764726  0.4162289   0.10152962 -0.26378876 -0.16313124
 -0.63321126 -0.4925093   0.30524293 -0.00794376 -0.24318683 -0.33205754
  0.00728625 -1.301765    0.29531437  0.19174434  0.46053746  0.635545
  2.6036875   0.27478486 -0.19877249 -0.48449752 -0.21140401  0.07289201
  0.42430937 -0.54127675 -0.07628363  0.29510587 -0.2616525   0.39161998
 -0.09959369  0.03984538  0.07380874  0.00725675 -0.31159124  0.5424169
 -0.11695501  0.01482319]"
A passenger suffered burns from a laptop that overheated and caught fire during the flight.,1,A passenger suffered burns from a laptop that overheated and caught fire during the flight.,passenger suffered burn laptop overheated caught fire flight,0,0,8,"[ 0.52013314 -0.24809612  0.6967766  -0.39318153 -0.19291024  0.12807885
 -0.40879112  0.1530275   0.30177885 -0.08088201  0.157644   -0.01849087
 -0.42093498  0.24476063  0.14694342  0.05764975 -0.65014976  0.42522612
 -0.7125012  -0.46069625  0.14162236  0.28217888 -0.15980124 -0.04986047
  0.30785364 -1.232625    0.12780374  0.3677236   0.8019238   0.21311499
  2.0137074   0.19425526  0.17601663 -0.05090375  0.298499    0.44642127
  0.3892855  -0.17880775  0.21965778  0.2920625  -0.15273875  0.12545612
  0.16292188  0.19510749  0.27270254 -0.00499413 -0.039114   -0.23209102
  0.31752387 -0.335735  ]"
A minor collision between a fuel truck and a ground power unit delayed the refueling process.,0,A minor collision between a fuel truck and a ground power unit delayed the refueling process.,minor collision fuel truck ground power unit delayed refueling process,0,0,10,"[ 6.71404243e-01 -2.61540800e-01  4.33626115e-01  1.42648011e-01
 -2.15406626e-01  4.06138897e-01 -2.11500078e-01  3.10446233e-01
  4.92776006e-01 -2.17277408e-01  3.16947013e-01 -1.14857711e-01
 -4.51756299e-01  3.62310499e-01 -1.20519996e-01  1.49959922e-02
 -2.11083010e-01  4.68710005e-01 -6.66181266e-01 -6.29684269e-01
  3.88971001e-01 -2.36039400e-01 -1.18131600e-01 -2.89383322e-01
 -9.26289111e-02 -1.14712691e+00  2.84017682e-01  2.41937011e-01
  9.51724231e-01  5.68089187e-01  2.62194014e+00 -4.16541025e-02
 -3.65957797e-01 -2.29420707e-01  3.91729981e-01  2.91142166e-01
  2.31156796e-01 -9.79166105e-02  1.41609106e-02  3.98098588e-01
 -2.34022528e-01 -1.33202672e-01  4.03134041e-02 -2.21185684e-01
 -1.64096400e-01  1.83384210e-01  6.49089832e-03  3.70205969e-01
 -6.25213957e-04 -1.05479918e-01]"
 A passenger suffered a broken arm during a forced evacuation due to a fire alarm on the plane.,1, A passenger suffered a broken arm during a forced evacuation due to a fire alarm on the plane.,passenger suffered broken arm forced evacuation due fire alarm plane,0,0,10,"[ 0.7292307  -0.34095523  0.31174016 -0.30767968 -0.19172819  0.343791
 -0.3196937   0.53525805  0.3335337  -0.5980678   0.33334637 -0.13343671
 -0.42400497  0.2397863   0.09086003  0.1651728  -0.61930805 -0.0549635
 -0.69610626 -0.45682096  0.0494663   0.2242235  -0.3927452  -0.2784417
  0.20217319 -1.361117    0.18037514  0.31111187  0.611503    0.31510732
  2.63163     0.17148647  0.02807903 -0.06041159 -0.03750981  0.35558137
  0.551812   -0.5699124   0.2032414   0.3338167  -0.3072412   0.1138211
  0.1518635  -0.0095149   0.12930903 -0.04647819 -0.09898172 -0.06744242
  0.04612821 -0.407758  ]"
A passenger slipped on spilled water in the aisle and fractured their wrist during a short flight.,1,A passenger slipped on spilled water in the aisle and fractured their wrist during a short flight.,passenger slipped spilled water aisle fractured wrist short flight,1,0,9,"[ 0.45864445 -0.10593411  0.20641954 -0.33979112  0.01609434  0.42690766
 -0.42715108  0.09722444  0.4868337  -0.27029243  0.172472   -0.09454247
 -0.43698868  0.5067933  -0.01024374  0.13094223 -0.6058749  -0.02820423
 -0.6803834  -0.5330166   0.02892109  0.20948888  0.04660411 -0.14099786
  0.22104444 -0.9636756   0.2974579   0.8082499   0.5313333   0.14752956
  2.1824222   0.312947    0.32820237  0.5545505   0.07309333  0.06332212
  0.12652001  0.15456589  0.18462113  0.19983444 -0.10781007  0.10870533
  0.13714068  0.18863164 -0.20718344  0.10602124  0.18987656 -0.279773
  0.01352244 -0.5729468 ]"
"A maintenance worker discovered a faulty avionics system during routine inspections, delaying the flight.",0,"A maintenance worker discovered a faulty avionics system during routine inspections, delaying the flight.",maintenance worker discovered faulty avionics system routine inspection delaying flight,0,0,10,"[ 6.2064540e-01 -3.5504040e-01  2.0189059e-01 -2.9296804e-02
 -5.3633702e-01  1.3452418e-01 -2.7415922e-01  7.1369275e-02
  8.0334795e-01 -3.7624678e-01  3.8673398e-01  4.5817669e-02
 -1.8433574e-01  3.9956051e-01 -1.8891443e-02 -6.6009461e-04
 -8.2232094e-01  3.4494495e-01 -1.6533995e-02 -5.0684500e-01
  3.9054930e-01  4.2783003e-02 -4.9313942e-01 -3.7525409e-01
  1.7348030e-01 -1.0667220e+00 -1.1273801e-01  2.6474899e-02
  4.4713274e-01  2.3195200e-01  2.1453440e+00 -1.8140280e-01
 -2.9616159e-01 -4.3366995e-01  3.7195590e-01  4.6939903e-01
  7.2124898e-01  3.5486034e-01  1.5682860e-01  4.1734338e-01
 -1.1217400e-01 -2.2102711e-01  3.9931682e-01  3.7500328e-01
 -7.6877199e-02 -1.8891791e-01  2.1044829e-01  5.9347999e-01
  1.3933870e-01  2.3020859e-01]"
A drone sighting near the airport forced a temporary halt to all arrivals and departures.,0,A drone sighting near the airport forced a temporary halt to all arrivals and departures.,drone sighting near airport forced temporary halt arrival departure,0,0,9,"[ 9.24466670e-01 -5.42911142e-02  1.23953789e-01 -1.55168220e-01
 -3.24895144e-01 -4.32896763e-01 -5.11384428e-01  6.07054412e-01
  2.18037769e-01 -3.29806775e-01  1.26433447e-01 -3.54686618e-01
 -5.90505600e-02 -6.11921102e-02  2.21161231e-01  4.13763791e-01
 -3.14011097e-01 -2.19385549e-01 -7.58983314e-01 -9.35448566e-04
  2.55457699e-01  1.24573380e-01 -5.38365602e-01 -1.13918886e-01
  4.01646681e-02 -1.19860888e+00  3.07476670e-01  2.89343804e-01
  4.62388098e-01  2.52857566e-01  2.05004001e+00 -1.59894422e-01
 -3.32987398e-01 -2.24488437e-01  2.38441736e-01  2.78255641e-02
  5.76446295e-01 -5.83599329e-01 -3.83921653e-01  3.69777799e-01
 -2.16294885e-01  2.96363682e-01  2.24143341e-02 -2.19772220e-01
  3.94281074e-02 -2.47991562e-01  6.49303272e-02  1.43642232e-01
 -2.23663434e-01 -1.75774336e-01]"
Een geplande vlucht werd geannuleerd door verslechterende weersomstandigheden.,0,A scheduled flight was cancelled due to deteriorating weather conditions.,scheduled flight cancelled due deteriorating weather condition,0,0,7,"[ 0.7633476   0.26419085 -0.1460215   0.07974299 -0.6244442  -0.30938143
 -0.38448015  0.56364995  0.38618264 -0.5062796   0.43907854 -0.09127887
 -0.26887283  0.18616013  0.606475    0.53788567 -0.83569145 -0.3522543
 -0.49619147 -0.18196057  0.19030714  0.275087    0.14157729 -0.2342454
  0.28252873 -0.8776757   0.15678144  0.33695     0.38208714  0.98468
  2.6653428   0.3779677  -0.0505914  -0.46160814  0.16974415 -0.08444487
  0.6477333   0.04358486 -0.2926138   0.17093101 -0.60189    -0.03877371
  0.25349    -0.06679986 -0.16366856  0.01382444 -0.08549774  0.38155144
  0.09627283  0.14636429]"
 A passenger suffered dehydration after being stuck on the tarmac for hours without water.,1, A passenger suffered dehydration after being stuck on the tarmac for hours without water.,passenger suffered dehydration stuck tarmac hour without water,0,0,8,"[ 0.5301059   0.12974575  0.19349012 -0.40869763 -0.38479298  0.26379874
 -0.21865577  0.561615    0.38147762 -0.1952954   0.13902564 -0.23185667
 -0.19853623  0.06897675  0.30800217  0.0927387  -0.417653    0.15523125
 -0.5793956  -0.7759688   0.073569    0.40651214  0.18592626 -0.14378375
  0.37731925 -0.8867575   0.37294397  0.69383115  0.79754364  0.4839125
  2.4029875   0.41939035  0.09077054  0.17350797  0.13030843  0.21421462
  0.42880875  0.05487738  0.41662002  0.3831219  -0.2222665   0.13816229
  0.199972    0.254132    0.02432849 -0.14454626 -0.13388912 -0.32567754
  0.23819223 -0.37793875]"
Een passagier had een onleesbaar ticket door gemorst sap.,0,A passenger had an illegible ticket due to spilled juice.,passenger illegible ticket due spilled juice,0,0,6,"[ 0.23846483 -0.17716165  0.37951502 -0.1697895  -0.04608596  0.23060985
 -0.40373266  0.15603217  0.17537667  0.26481867  0.16021784 -0.17648001
  0.39862204 -0.162145    0.49704456 -0.05916183 -0.67336994  0.24725999
 -0.13846183 -0.7782166   0.26412502 -0.42758366  0.24087833  0.12939268
  0.01950799 -0.712001    0.19221216  0.79941505  0.7597284   0.28648168
  1.7839829   0.20799898  0.05885501  0.23015882  0.13676666  0.10822683
  0.04694835  0.104128    0.13892083 -0.01013666  0.09546667  0.14670049
 -0.16106065  0.09394532 -0.40833068 -0.02210164 -0.25460035  0.0730365
  0.43883383 -0.4671271 ]"
 A co-pilot developed a severe migraine during a flight due to cabin pressurization issues.,1, A co-pilot developed a severe migraine during a flight due to cabin pressurization issues.,copilot developed severe migraine flight due cabin pressurization issue,0,0,9,"[ 0.7850111   0.06051223 -0.06516699 -0.2842899  -0.70874894  0.62557113
 -0.05073621  0.18206446  0.33248496 -0.33657557  0.36334217  0.11933514
 -0.07582067  0.15552334 -0.01715689  0.26187557 -0.82401556  0.15569112
 -0.39427984 -0.36899042 -0.27189413  0.3135659  -0.20284513 -0.16020775
  0.2297051  -0.8757689  -0.20733875  0.19191778  0.38822928  0.8801555
  1.8302375   0.12344066 -0.01451889 -0.3247131   0.33896112  0.1206351
  0.41880667 -0.24771635  0.17953998  0.11740671 -0.18215998  0.07011612
  0.17950457  0.50399345 -0.09884667  0.11662536  0.18881863  0.33934668
 -0.04880433  0.08702815]"
 A catering staff member was burned by hot equipment while loading meals onto the aircraft.,1, A catering staff member was burned by hot equipment while loading meals onto the aircraft.,catering staff member burned hot equipment loading meal onto aircraft,0,0,10,"[ 0.260588   -0.1644545   0.32093722 -0.31743497  0.21041799 -0.17664719
 -0.77489895 -0.11125219  0.365452   -0.46041003  0.205722   -0.05117426
  0.1073408   0.3989647  -0.063016    0.01928201 -0.30328187  0.573762
 -0.3532107  -0.8099381   0.56383806  0.12179539  0.10783992  0.03797899
 -0.21537438 -0.7947041   0.0068688   0.2033306   0.645376    0.12301759
  2.4380002   0.11114408 -0.12045159  0.11343461  0.27716917  0.5546157
  0.247544    0.2588238   0.08992598  0.39037234  0.20713702 -0.0256763
  0.15060416  0.09605786  0.2388368  -0.00652566 -0.39744058 -0.2008549
 -0.1218131   0.01066802]"
A flight was canceled due to staffing shortages caused by unforeseen circumstances.,0,A flight was canceled due to staffing shortages caused by unforeseen circumstances.,flight canceled due staffing shortage caused unforeseen circumstance,0,0,8,"[ 0.77530223  0.05208763 -0.18041536 -0.04350951 -0.62033623  0.24921751
  0.12164862  0.5669488   0.45961413 -0.29067743  0.21152188  0.03240913
 -0.0795     -0.06854126  0.792861    0.36168247 -0.43313757 -0.04946175
 -0.30289686 -0.565525    0.30804563 -0.13139425 -0.19876339 -0.25062886
  0.20505726 -0.7253063  -0.19802037  0.10483075  0.6293237   0.9592488
  1.9702225   0.6525217   0.23781501 -0.5902495   0.12429141  0.3596845
  0.38238627 -0.14970024  0.09081624  0.2154275  -0.6548137   0.22768997
  0.23100375  0.3144979  -0.11628875 -0.01251612 -0.04135462  0.6824181
  0.08097237  0.21012625]"
 A ground staff member was stung by a bee while servicing an aircraft at a tropical airport.,1, A ground staff member was stung by a bee while servicing an aircraft at a tropical airport.,ground staff member stung bee servicing aircraft tropical airport,0,0,9,"[ 7.31436670e-01  1.47400005e-02  1.14530884e-01 -2.31176941e-03
 -3.33393335e-01 -3.44146669e-01 -6.04795218e-01  6.51844442e-02
  3.89835238e-01 -6.46133304e-01  2.63125539e-01  2.18637437e-01
  1.72491223e-01  1.55006677e-01 -2.82499999e-01  6.64491132e-02
 -3.65912229e-01  2.69791096e-01 -6.10154331e-01 -1.33417130e-01
 -9.78929996e-02 -7.66250832e-06  1.92883357e-01 -1.84028879e-01
 -1.53046668e-01 -9.18771088e-01 -2.29205564e-02  2.28060663e-01
 -4.23522517e-02  2.05676660e-01  2.05291080e+00  2.05121100e-01
  1.81047097e-01 -2.05104455e-01  1.53803036e-01  1.29257470e-01
  8.08916613e-02 -7.01078922e-02  4.17345613e-02  1.71049669e-01
 -2.34688863e-01  1.79672211e-01  3.13713491e-01 -1.70281112e-01
  7.80220842e-03  3.53814922e-02 -3.23304445e-01 -8.13566744e-02
 -9.41712335e-02  2.50218987e-01]"
A pet in the cargo hold caused concern after being mistakenly loaded onto the wrong flight.,0,A pet in the cargo hold caused concern after being mistakenly loaded onto the wrong flight.,pet cargo hold caused concern mistakenly loaded onto wrong flight,0,0,10,"[ 0.6330411  -0.2487255   0.48576015 -0.1961734   0.265785    0.13136382
 -0.5672798   0.051508    0.49011403 -0.24183235  0.20258228  0.20732684
 -0.04621989  0.408853    0.24417162  0.0520847  -0.42590278  0.041978
 -0.529282   -0.64647657  0.15891728  0.02796521  0.1701848  -0.11510205
  0.2542048  -1.47353    -0.0352501   0.43109947  0.660306   -0.1263456
  2.203254    0.22861938 -0.20533797 -0.07912429  0.0683305   0.04641441
  0.20632693 -0.12482661 -0.05878466  0.19256902 -0.04329181  0.07227071
  0.3703154   0.2199687   0.16192386 -0.0382479  -0.20178819  0.15425728
  0.29251537 -0.2855757 ]"
Een passagier viel tijdens het instappen via de loopbrug en verstuikte zijn enkel.,1,A passenger fell from the gangway while boarding and sprained his ankle.,passenger fell gangway boarding sprained ankle,1,0,6,"[ 4.0096674e-02  3.5973315e-03  3.1803831e-01 -4.3105567e-01
 -2.6166439e-04  2.7382001e-01 -5.4470831e-01  3.6035666e-01
  2.6915833e-01 -4.8308668e-01  4.5291981e-01 -5.5577006e-02
 -8.3170336e-01  2.9731518e-01 -1.2465457e-02  3.6401832e-01
 -1.1595618e+00 -3.3560267e-01 -4.1378853e-01  2.0424515e-02
 -1.8519832e-01  4.0673950e-01 -4.8815429e-01 -1.0440335e-01
 -7.6208338e-02 -7.1375495e-01  7.5001168e-01  5.7321835e-01
  3.8382503e-01 -6.2706172e-02  1.6394600e+00  4.3339917e-01
  7.7895999e-01  4.7429168e-01  5.9278828e-01  3.0202666e-01
  7.9507494e-01 -9.6331732e-03  3.6082998e-01  8.2308322e-02
 -3.0380097e-01 -1.4648700e-01  1.0762167e-01  2.9414499e-01
 -1.3361549e-01 -2.4776433e-01  3.0526066e-01 -3.8136137e-01
  3.8161001e-01 -3.9904222e-01]"
A baggage handler at the airport sustained back injuries while lifting a heavy suitcase.,1,A baggage handler at the airport sustained back injuries while lifting a heavy suitcase.,baggage handler airport sustained back injury lifting heavy suitcase,1,0,9,"[ 0.3736691   0.00381268  0.16741556 -0.34709057 -0.03991067  0.00627702
 -0.1204389   0.3159641   0.6134643  -0.2657414   0.23452322  0.00741334
 -0.5828539   0.16963743  0.32657683  0.10749523 -0.33865744 -0.02020556
 -0.7006152  -0.40967655 -0.00636166  0.21619667 -0.341047   -0.32693255
 -0.09689677 -1.3939945   0.35454333  0.62843376  0.69239223  0.04059777
  1.9026212   0.53952587  0.10090157  0.09790134  0.14393589  0.60972893
  0.5194552   0.07964444  0.19107467  0.17674078  0.05985778  0.41574666
  0.3251178   0.15666693 -0.04623621 -0.2044341   0.12195767  0.096985
  0.17053555 -0.33168876]"
